DEPTH,CAL,AC,GR,SP
2175.8281,22.677,217.359,116.197,94.342
2175.9531,22.679,216.549,114.999,94.427
2176.0781,22.679,216.334,112.649,94.404
2176.2031,22.678,216.22,112.038,94.344
2176.3281,22.677,216.526,112.044,94.147
2176.4531,22.67,216.677,111.724,93.899
2176.5781,22.665,216.414,111.267,93.78
2176.7031,22.66,216.019,110.732,93.589
2176.8281,22.661,215.802,110.491,93.45
2176.9531,22.661,215.632,110.6,93.388
2177.0781,22.659,215.784,112.875,93.326
2177.2031,22.655,217.053,117.372,93.326
2177.3281,22.654,217.845,119.041,93.349
2177.4531,22.656,218.834,119.766,93.395
2177.5781,22.658,219.085,119.166,93.41
2177.7031,22.659,219.584,117.337,93.398
2177.8281,22.654,219.077,114.415,93.331
2177.9531,22.648,218.249,112.582,93.299
2178.0781,22.635,216.79,109.91,93.254
2178.2031,22.628,216.528,110.517,93.219
2178.3281,22.627,216.655,111.748,93.224
2178.4531,22.626,216.864,114.299,93.263
2178.5781,22.622,217.818,115.509,93.335
2178.7031,22.62,218.62,115.5,93.387
2178.8281,22.621,219.271,115.019,93.51
2178.9531,22.622,219.016,114.949,93.662
2179.0781,22.623,219.292,114.879,93.715
2179.2031,22.629,219.386,114.493,93.787
2179.3281,22.634,218.823,114.347,93.817
2179.4531,22.649,218.704,114.62,93.867
2179.5781,22.664,219.923,116.084,93.901
2179.7031,22.671,219.713,117.201,93.908
2179.8281,22.687,219.022,118.473,93.936
2179.9531,22.709,220.502,116.395,94.004
2180.0781,22.72,221.175,114.634,94.021
2180.2031,22.736,221.549,113.497,94.041
2180.3281,22.753,222.671,116.827,94.055
2180.4531,22.766,223.4,118.94,94.057
2180.5781,22.796,224.119,121.108,93.986
2180.7031,22.808,224.091,120.686,93.93
2180.8281,22.826,223.68,117.819,93.797
2180.9531,22.842,222.431,114.534,93.678
2181.0781,22.853,221.176,113.37,93.622
2181.2031,22.877,217.771,111.753,93.536
2181.3281,22.905,215.724,110.79,93.54
2181.4531,22.92,215.811,111.17,93.571
2181.5781,22.95,217.373,114.324,93.672
2181.7031,22.988,219.416,118.46,93.787
2181.8281,23.011,220.389,119.435,93.838
2181.9531,23.064,221.147,118.01,93.898
2182.0781,23.112,219.488,115.214,93.89
2182.2031,23.131,218.518,114.855,93.884
2182.3281,23.158,217.866,116.963,93.841
2182.4531,23.17,217.74,118.681,93.819
2182.5781,23.192,217.347,120.884,93.741
2182.7031,23.219,218.804,120.162,93.653
2182.8281,23.234,220.036,118.977,93.602
2182.9531,23.27,221.362,116.382,93.511
2183.0781,23.302,222.025,116.217,93.426
2183.2031,23.312,222.467,116.893,93.385
2183.3281,23.318,222.42,116.829,93.327
2183.4531,23.319,220.36,113.299,93.282
2183.5781,23.32,218.482,110.846,93.271
2183.7031,23.325,214.362,106.493,93.23
2183.8281,23.327,213.191,104.857,93.244
2183.9531,23.328,213.136,102.97,93.302
2184.0781,23.336,214.786,104.408,93.385
2184.2031,23.345,216.495,106.684,93.448
2184.3281,23.366,221.011,112.782,93.605
2184.4531,23.382,224.544,117.354,93.81
2184.5781,23.386,225.971,118.421,93.928
2184.7031,23.388,228.316,118.637,94.169
2184.8281,23.388,228.519,117.229,94.441
2184.9531,23.388,227.69,115.968,94.546
2185.0781,23.39,224.822,111.625,94.715
2185.2031,23.388,221.381,107.376,94.792
2185.3281,23.387,220.135,105.93,94.795
2185.4531,23.382,219.372,104.057,94.777
2185.5781,23.38,219.507,103.486,94.746
2185.7031,23.379,219.575,103.693,94.707
2185.8281,23.384,219.261,105.907,94.665
2185.9531,23.387,219.256,107.025,94.641
2186.0781,23.389,219.996,107.229,94.591
2186.2031,23.386,221.464,106.014,94.503
2186.3281,23.384,222.279,105.783,94.452
2186.4531,23.385,223.714,106.279,94.302
2186.5781,23.387,224.187,107.152,94.139
2186.7031,23.388,224.072,107.664,94.057
2186.8281,23.387,223.855,109.192,93.895
2186.9531,23.387,223.794,110.061,93.822
2187.0781,23.386,223.43,110.478,93.684
2187.2031,23.385,222.807,108.12,93.574
2187.3281,23.384,222.391,106.339,93.522
2187.4531,23.386,221.263,102.637,93.397
2187.5781,23.392,219.718,100.075,93.232
2187.7031,23.395,218.637,99.277,93.116
2187.8281,23.401,216.347,97.55,92.796
2187.9531,23.403,215.845,93.899,92.404
2188.0781,23.405,216.172,91.647,92.187
2188.2031,23.41,217.284,88.1,91.699
2188.3281,23.419,220.768,86.02,91.189
2188.4531,23.427,223.169,84.656,90.966
2188.5781,23.453,226.19,80.256,90.622
2188.7031,23.47,226.538,77.639,90.534
2188.8281,23.487,225.688,73.198,90.573
2188.9531,23.452,221.529,71.732,90.903
2189.0781,23.415,218.43,72.507,91.116
2189.2031,23.34,214.343,76.827,91.577
2189.3281,23.305,214.961,83.901,92.029
2189.4531,23.307,216.113,87.84,92.237
2189.5781,23.325,219.276,95.411,92.555
2189.7031,23.335,222.758,101.59,92.769
2189.8281,23.335,223.542,103.698,92.838
2189.9531,23.335,222.711,104.823,92.909
2190.0781,23.339,221.74,103.933,92.92
2190.2031,23.351,220.152,101.243,92.923
2190.3281,23.361,219.078,99.702,93.008
2190.4531,23.365,218.383,99.594,93.064
2190.5781,23.375,217.199,100.708,93.209
2190.7031,23.382,217.173,103.22,93.322
2190.8281,23.385,217.196,104.535,93.38
2190.9531,23.394,217.104,105.756,93.483
2191.0781,23.408,217.882,104.874,93.581
2191.2031,23.415,218.577,104.304,93.631
2191.3281,23.425,219.777,103.955,93.743
2191.4531,23.43,220.11,104.289,93.911
2191.5781,23.434,220.077,104.13,94.004
2191.7031,23.443,219.851,102.37,94.215
2191.8281,23.45,219.609,101.237,94.306
2191.9531,23.467,219.409,100.446,94.467
2192.0781,23.487,220.065,101.638,94.558
2192.2031,23.498,220.175,102.012,94.563
2192.3281,23.523,219.076,100.73,94.484
2192.4531,23.559,217.823,98.376,94.288
2192.5781,23.582,217.624,97.889,94.143
2192.7031,23.634,217.246,98.287,93.733
2192.8281,23.69,217.177,98.316,93.162
2192.9531,23.72,217.692,97.953,92.813
2193.0781,23.785,219.024,97.972,92.071
2193.2031,23.845,221.843,101.228,91.377
2193.3281,23.871,225.547,104.834,91.069
2193.4531,23.907,238.413,116.451,90.562
2193.5781,23.919,246.676,124.601,90.393
2193.7031,23.933,265.522,144.829,90.189
2193.8281,23.943,284.479,167.032,90.116
2193.9531,23.955,291.641,177.227,90.134
2194.0781,24.004,299.043,192.145,90.265
2194.2031,24.081,297.599,195.591,90.484
2194.3281,24.123,293.517,192.65,90.613
2194.4531,24.203,280.601,179.945,90.895
2194.5781,24.274,264.995,165.313,91.253
2194.7031,24.301,257.22,159.256,91.441
2194.8281,24.33,245.976,150.547,91.847
2194.9531,24.333,243.82,148.084,92.073
2195.0781,24.331,245.049,146.938,92.556
2195.2031,24.325,249.822,149.591,92.968
2195.3281,24.321,252.898,151.239,93.143
2195.4531,24.308,258.251,152.593,93.432
2195.5781,24.293,258.968,149.759,93.6
2195.7031,24.286,258.019,146.983,93.638
2195.8281,24.275,257.406,141.732,93.679
2195.9531,24.26,259.463,141.502,93.7
2196.0781,24.247,260.477,143.716,93.681
2196.2031,24.216,261.792,150.248,93.578
2196.3281,24.186,262.483,155.536,93.418
2196.4531,24.175,261.908,156.939,93.296
2196.5781,24.159,258.417,156.985,92.967
2196.7031,24.154,256.441,155.96,92.776
2196.8281,24.145,254.179,153.087,92.361
2196.9531,24.127,253.552,150.695,91.917
2197.0781,24.112,253.274,149.477,91.694
2197.2031,24.077,251.968,145.07,91.265
2197.3281,24.038,249.852,137.416,90.896
2197.4531,24.017,249.806,133.258,90.729
2197.5781,23.969,255.063,128.477,90.461
2197.7031,23.93,263.926,133.002,90.263
2197.8281,23.919,266.954,137.573,90.177
2197.9531,23.908,267.908,143.453,90.025
2198.0781,23.903,265.874,142.489,89.951
2198.2031,23.887,257.934,134.626,89.812
2198.3281,23.873,255.061,129.254,89.651
2198.4531,23.877,257.693,130.505,89.566
2198.5781,23.912,266.242,142.481,89.362
2198.7031,23.959,274.885,164.024,89.116
2198.8281,23.977,278.448,175.166,89
2198.9531,23.992,281.347,191.353,88.8
2199.0781,23.972,278.684,195.898,88.65
2199.2031,23.949,274.595,193.644,88.571
2199.3281,23.893,265.436,181.419,88.412
2199.4531,23.84,263.254,166.818,88.231
2199.5781,23.811,262.976,163.902,88.133
2199.7031,23.741,262.952,172.931,87.961
2199.8281,23.709,266.656,181.751,87.879
2199.9531,23.683,275.964,193.152,87.774
2200.0781,23.702,269.151,186.685,87.707
2200.2031,23.718,261.683,178.426,87.695
2200.3281,23.745,252.113,159.247,87.66
2200.4531,23.761,246.303,142.669,87.649
2200.5781,23.762,243.787,136.826,87.638
2200.7031,23.751,244.942,130.829,87.604
2200.8281,23.735,249.913,129.01,87.517
2200.9531,23.73,251.047,128.666,87.474
2201.0781,23.726,255.986,130.594,87.406
2201.2031,23.726,261.558,134.3,87.376
2201.3281,23.725,274.467,148.637,87.358
2201.4531,23.726,285.436,166.195,87.477
2201.5781,23.729,290.545,172.406,87.615
2201.7031,23.741,295.699,175.458,87.985
2201.8281,23.748,289.421,168.55,88.429
2201.9531,23.742,283.765,162.789,88.663
2202.0781,23.704,271.957,147.708,89.108
2202.2031,23.642,260.204,131.539,89.518
2202.3281,23.612,254.974,125.124,89.709
2202.4531,23.563,248.688,117.245,90.083
2202.5781,23.53,248.858,115.025,90.386
2202.7031,23.518,251.16,116.606,90.485
2202.8281,23.499,262.116,129.79,90.554
2202.9531,23.492,270.416,142.909,90.525
2203.0781,23.487,285.465,180.935,90.322
2203.2031,23.496,292.767,219.832,89.9
2203.3281,23.51,294.275,231.474,89.588
2203.4531,23.569,292.95,231.909,88.846
2203.5781,23.672,286.551,215.298,87.949
2203.7031,23.728,284.5,208.029,87.498
2203.8281,23.812,288.147,201.497,86.667
2203.9531,23.838,296.94,204.167,85.985
2204.0781,23.836,300.033,209.216,85.682
2204.2031,23.834,303.305,224.927,85.128
2204.3281,23.86,303.523,236.279,84.609
2204.4531,23.883,300.49,235.724,84.339
2204.5781,23.926,287.976,221.066,83.82
2204.7031,23.938,281.491,209.527,83.566
2204.8281,23.937,273.636,187.23,83.057
2204.9531,23.907,272.575,178.514,82.471
2205.0781,23.876,275.479,182.43,82.141
2205.2031,23.781,289.124,206.3,81.439
2205.3281,23.677,306.477,242.978,80.738
2205.4531,23.645,314.018,261.598,80.407
2205.5781,23.65,321.76,288.541,79.852
2205.7031,23.743,313.574,288.951,79.419
2205.8281,23.808,305.572,278.614,79.217
2205.9531,23.925,292.881,251.482,78.73
2206.0781,23.955,290.256,243.454,78.417
2206.2031,23.93,292.238,252.901,77.615
2206.3281,23.816,302.719,288.928,76.613
2206.4531,23.748,308.307,307.608,76.094
2206.5781,23.635,309.667,329.632,75.057
2206.7031,23.578,301.57,326.656,74.114
2206.8281,23.56,300.104,321.277,73.632
2206.9531,23.488,305.037,322.208,72.588
2207.0781,23.336,316.214,347.661,71.365
2207.2031,23.25,322.98,363.779,70.7
2207.3281,23.119,332.847,382.543,69.369
2207.4531,23.064,335.725,378.414,68.144
2207.5781,23.049,335.631,374.411,67.613
2207.7031,23.017,331.008,374.059,66.709
2207.8281,22.997,326.274,376.888,66.325
2207.9531,22.964,311.609,378.464,65.633
2208.0781,22.961,287.425,370.16,65.039
2208.2031,22.969,275.998,366.292,64.798
2208.3281,22.983,267.115,369.82,64.47
2208.4531,22.966,274.459,388.618,64.364
2208.5781,22.948,281.946,399.213,64.4
2208.7031,22.917,301.307,413.225,64.619
2208.8281,22.909,314.11,414.233,65.045
2208.9531,22.909,315.181,409.859,65.331
2209.0781,22.91,310.318,391.735,65.984
2209.2031,22.919,307.942,377.697,66.335
2209.3281,22.968,307.532,342.538,67.01
2209.4531,23.046,306.526,311.733,67.534
2209.5781,23.08,307.037,306.731,67.723
2209.7031,23.115,318.638,336.938,67.968
2209.8281,23.104,330.964,417.956,68.122
2209.9531,23.091,332.223,462.775,68.188
2210.0781,23.065,337.581,519.552,68.326
2210.2031,23.031,349.636,513.841,68.476
2210.3281,22.999,350.519,498.358,68.561
2210.4531,22.893,344.181,483.432,68.752
2210.5781,22.759,340.283,515.118,68.988
2210.7031,22.698,333.826,540.573,69.111
2210.8281,22.608,307.542,569.573,69.356
2210.9531,22.579,294.585,559.984,69.467
2211.0781,22.544,278.107,493.081,69.611
2211.2031,22.527,269.432,409.06,69.665
2211.3281,22.527,267.706,379.735,69.693
2211.4531,22.543,266.053,356.747,69.782
2211.5781,22.568,261.573,351.3,69.92
2211.7031,22.579,258.347,342.987,69.989
2211.8281,22.598,252.394,319.179,70.106
2211.9531,22.597,250.842,317.495,70.157
2212.0781,22.583,251.687,331.124,70.156
2212.2031,22.535,251.382,367.551,70.132
2212.3281,22.515,249.874,375.821,70.096
2212.4531,22.526,249.74,355.142,70.007
2212.5781,22.601,256.671,322.899,69.791
2212.7031,22.637,262.518,326.458,69.633
2212.8281,22.646,278.158,389.959,69.237
2212.9531,22.573,290.356,472.28,68.897
2213.0781,22.529,292.188,490.627,68.781
2213.2031,22.469,284.406,459.229,68.745
2213.3281,22.462,260.993,369.772,68.963
2213.4531,22.479,248.866,322.479,69.149
2213.5781,22.547,237.158,251.334,69.599
2213.7031,22.643,237.081,229.341,69.997
2213.8281,22.689,238.998,237.329,70.13
2213.9531,22.747,248.485,273.652,70.16
2214.0781,22.758,253.73,291.849,70.066
2214.2031,22.768,255.289,314.625,69.663
2214.3281,22.799,247.545,329.542,69.046
2214.4531,22.817,245.969,341.143,68.689
2214.5781,22.815,254.144,379.769,67.962
2214.7031,22.731,268.094,433.766,67.236
2214.8281,22.669,270.933,460.314,66.877
2214.9531,22.564,268.946,489.162,66.148
2215.0781,22.538,271.794,470.582,65.394
2215.2031,22.553,273.727,452.764,65.01
2215.3281,22.598,272.71,433.22,64.224
2215.4531,22.617,281.976,445.106,63.535
2215.5781,22.612,289.128,454.506,63.261
2215.7031,22.601,284.71,461.412,62.94
2215.8281,22.611,274.296,455.319,62.879
2215.9531,22.656,256.945,420.672,62.881
2216.0781,22.697,251.182,365.353,62.996
2216.2031,22.712,252.461,340.428,63.069
2216.3281,22.743,259.577,311.279,63.224
2216.4531,22.774,261.639,293.169,63.397
2216.5781,22.787,259.711,276.479,63.503
2216.7031,22.82,247.799,225.875,63.779
2216.8281,22.88,234.907,195.439,64.136
2216.9531,22.915,236.031,205.496,64.346
2217.0781,22.978,250.312,272.889,64.874
2217.2031,23.005,258.218,314.074,65.199
2217.3281,23.056,272.996,366.668,65.976
2217.4531,23.107,276.551,365.073,66.89
2217.5781,23.13,270.661,351.457,67.402
2217.7031,23.168,259.946,316.335,68.51
2217.8281,23.196,262.95,287.523,69.634
2217.9531,23.207,264.659,281.21,70.199
2218.0781,23.229,267.431,286.977,71.308
2218.2031,23.254,272.874,298.221,72.364
2218.3281,23.264,273.536,297.52,72.861
2218.4531,23.244,273.071,283.456,73.81
2218.5781,23.16,274.692,271.004,74.59
2218.7031,23.114,274.751,269.841,74.913
2218.8281,23.064,278.541,272.44,75.429
2218.9531,23.066,283.396,273.028,75.636
2219.0781,23.097,288.373,274.14,75.965
2219.2031,23.134,282.511,280.345,76.2
2219.3281,23.157,279.093,281.901,76.291
2219.4531,23.225,270.037,266.026,76.421
2219.5781,23.31,251.524,219.093,76.513
2219.7031,23.35,243.005,190.074,76.563
2219.8281,23.408,238.016,139.875,76.695
2219.9531,23.446,241.625,113.653,76.841
2220.0781,23.465,243.911,109.646,76.897
2220.2031,23.508,246.682,110.954,76.908
2220.3281,23.53,243.858,112.336,76.862
2220.4531,23.563,228.94,112.848,76.7
2220.5781,23.575,214.26,114.411,76.567
2220.7031,23.573,209.466,117.836,76.532
2220.8281,23.563,209.486,130.758,76.577
2220.9531,23.564,227.366,150.217,76.731
2221.0781,23.571,238.156,161.857,76.828
2221.2031,23.597,250.79,182.283,77.037
2221.3281,23.631,252.229,182.684,77.204
2221.4531,23.65,249.271,172.119,77.276
2221.5781,23.689,236.363,139.011,77.458
2221.7031,23.73,225.8,111.436,77.711
2221.8281,23.751,224.839,103.641,77.883
2221.9531,23.793,228.429,96.951,78.311
2222.0781,23.81,230.613,95.96,78.565
2222.2031,23.835,233.154,95.713,79.157
2222.3281,23.847,233.753,96.103,79.811
2222.4531,23.85,232.989,96.021,80.165
2222.5781,23.853,228.806,96.25,80.877
2222.7031,23.854,226.469,99.191,81.605
2222.8281,23.854,227.932,102.353,81.986
2222.9531,23.851,235.243,115.528,82.737
2223.0781,23.844,244.977,142.759,83.494
2223.2031,23.839,250.381,161.71,83.877
2223.3281,23.817,265.26,206.021,84.666
2223.4531,23.801,275.001,230.527,85.056
2223.5781,23.768,292.029,282.363,85.802
2223.7031,23.752,297.45,319.652,86.437
2223.8281,23.75,296.318,322.059,86.685
2223.9531,23.746,288.483,288.46,86.985
2224.0781,23.729,279.121,234.248,86.964
2224.2031,23.721,277.983,215.322,86.84
2224.3281,23.723,282.409,207.119,86.423
2224.4531,23.736,285.348,218.377,85.927
2224.5781,23.733,283.355,218.964,85.676
2224.7031,23.7,269.185,197.085,85.22
2224.8281,23.657,247.615,155.592,84.903
2224.9531,23.643,239.598,136.522,84.81
2225.0781,23.629,233.565,112.844,84.766
2225.2031,23.626,233.641,107.731,84.8
2225.3281,23.627,234.654,104.038,84.97
2225.4531,23.639,233.196,102.358,85.231
2225.5781,23.649,230.433,101.702,85.388
2225.7031,23.673,223.863,102.873,85.726
2225.8281,23.698,226.003,110.67,86.052
2225.9531,23.711,231.227,117.462,86.183
2226.0781,23.744,243.382,134.33,86.303
2226.2031,23.788,251.114,147.794,86.152
2226.3281,23.808,252.002,149.582,85.932
2226.4531,23.834,246.198,139.991,85.199
2226.5781,23.837,235.241,120.913,84.305
2226.7031,23.834,232.149,113.487,83.889
2226.8281,23.829,233.717,111.006,83.258
2226.9531,23.827,236.647,115.792,83.069
2227.0781,23.825,244.106,131.098,82.903
2227.2031,23.826,249.568,143.519,82.874
2227.3281,23.827,249.96,145.927,82.881
2227.4531,23.831,252.236,147.254,82.943
2227.5781,23.829,258.546,158.941,83.187
2227.7031,23.821,260.354,171.416,83.424
2227.8281,23.793,266.687,199.033,84.145
2227.9531,23.771,278.411,209.245,85.06
2228.0781,23.768,280.848,205.56,85.531
2228.2031,23.774,277.342,189.799,86.462
2228.3281,23.775,274.707,181.922,86.888
2228.4531,23.771,270.699,171.721,87.564
2228.5781,23.763,268.991,172.194,88.007
2228.7031,23.759,270.454,177.263,88.152
2228.8281,23.748,276.655,193.315,88.32
2228.9531,23.738,274.021,203.774,88.366
2229.0781,23.735,266.264,201.923,88.321
2229.2031,23.742,244.698,182.031,88.024
2229.3281,23.762,223.747,152.004,87.391
2229.4531,23.773,215.554,138.551,86.969
2229.5781,23.786,209.118,119.195,86.058
2229.7031,23.781,212.431,107.255,85.256
2229.8281,23.773,215.489,103.858,84.926
2229.9531,23.749,226.826,106.743,84.37
2230.0781,23.731,234.007,114.278,84.154
2230.2031,23.693,244.674,137.083,83.759
2230.3281,23.66,253.808,155.922,83.37
2230.4531,23.646,257.471,160.75,83.193
2230.5781,23.617,253.687,164.067,82.969
2230.7031,23.575,241.989,163.082,83.013
2230.8281,23.551,238.162,160,83.114
2230.9531,23.51,234.207,149.608,83.513
2231.0781,23.486,238.615,144.076,84.195
2231.2031,23.482,243.443,145.835,84.594
2231.3281,23.494,248.245,151.933,85.388
2231.4531,23.509,247.849,152.167,85.761
2231.5781,23.553,245.876,144.227,86.414
2231.7031,23.602,238.563,134.42,86.879
2231.8281,23.623,235.451,132.707,87.029
2231.9531,23.655,241.558,139.23,87.213
2232.0781,23.673,258.415,156.678,87.278
2232.2031,23.679,266.1,167.716,87.287
2232.3281,23.695,276.871,187.819,87.27
2232.4531,23.722,279.891,195.37,87.28
2232.5781,23.74,277.892,192.368,87.296
2232.7031,23.782,271.134,176.822,87.392
2232.8281,23.819,270.848,163.392,87.526
2232.9531,23.834,273.428,162.332,87.573
2233.0781,23.862,281.241,171.805,87.609
2233.2031,23.876,286.435,179.52,87.591
2233.3281,23.911,295.68,192.308,87.445
2233.4531,23.951,296.924,197.258,87.182
2233.5781,23.969,295.053,197.34,87.017
2233.7031,24,290.451,194.247,86.668
2233.8281,24.029,286.26,187.723,86.259
2233.9531,24.046,282.432,183.271,86.001
2234.0781,24.088,268.836,170.571,85.411
2234.2031,24.141,255.007,152.095,84.787
2234.3281,24.17,250.137,141.958,84.48
2234.4531,24.228,243.542,126.062,83.917
2234.5781,24.254,242.395,122.331,83.662
2234.7031,24.298,244.246,122.836,83.192
2234.8281,24.341,244.333,125.664,82.788
2234.9531,24.365,242.521,125.355,82.609
2235.0781,24.422,239.246,121.305,82.322
2235.2031,24.482,236.395,117.659,82.15
2235.3281,24.508,234.504,117.185,82.095
2235.4531,24.551,233.571,118.22,81.938
2235.5781,24.586,238.326,122.04,81.637
2235.7031,24.602,242.333,126.342,81.387
2235.8281,24.629,255.783,141.705,80.732
2235.9531,24.648,275.173,161.468,80.083
2236.0781,24.657,283.25,169.961,79.81
2236.2031,24.674,287.587,179.051,79.508
2236.3281,24.682,283.271,178.295,79.495
2236.4531,24.699,268.621,167.125,79.732
2236.5781,24.714,255.832,151.495,80.158
2236.7031,24.721,251.709,146.156,80.366
2236.8281,24.731,250.802,143.654,80.685
2236.9531,24.738,259.676,146.124,80.863
2237.0781,24.741,264.381,147.494,80.896
2237.2031,24.75,266.531,150.381,80.889
2237.3281,24.764,258.989,148.716,80.866
2237.4531,24.775,253.86,143.906,80.884
2237.5781,24.805,245.963,128.463,81.013
2237.7031,24.82,243.851,121.491,81.116
2237.8281,24.839,242.113,116.434,81.411
2237.9531,24.843,244.27,119.965,81.852
2238.0781,24.844,246.233,121.518,82.11
2238.2031,24.849,246.206,121.344,82.658
2238.3281,24.86,243.156,120.32,83.2
2238.4531,24.866,244.674,121.824,83.452
2238.5781,24.875,254.17,130.975,83.867
2238.7031,24.882,261.91,144.273,84.147
2238.8281,24.885,263.351,149.752,84.261
2238.9531,24.882,261.984,153.671,84.461
2239.0781,24.807,254.959,147.321,84.678
2239.2031,24.734,251.784,142.376,84.803
2239.3281,24.567,250.645,135.448,85.078
2239.4531,24.502,250.718,134.713,85.201
2239.5781,24.443,247.849,134.824,85.375
2239.7031,24.437,242.852,127.88,85.399
2239.8281,24.435,239.24,121.31,85.354
2239.9531,24.424,233.184,109.203,85.139
2240.0781,24.405,235.068,107.506,84.791
2240.2031,24.397,238.433,111.305,84.578
2240.3281,24.389,249.81,124.024,84.086
2240.4531,24.383,263.951,138.456,83.617
2240.5781,24.375,268.877,145.08,83.385
2240.7031,24.35,274.709,155.604,82.988
2240.8281,24.329,277.537,160.141,82.715
2240.9531,24.324,277.353,159.435,82.602
2241.0781,24.319,274.951,154.756,82.378
2241.2031,24.314,272.988,152.492,82.237
2241.3281,24.298,268.382,149.189,81.982
2241.4531,24.34,267.268,143.952,81.781
2241.5781,24.411,266.313,140.125,81.725
2241.7031,24.624,258.086,132.76,81.739
2241.8281,24.801,249.105,126.24,81.889
2241.9531,24.845,246.646,122.126,81.993
2242.0781,24.872,243.66,113.752,82.192
2242.2031,24.883,243.016,110.857,82.286
2242.3281,24.886,243.957,112.266,82.278
2242.4531,24.882,250.181,118.359,82.207
2242.5781,24.874,255.893,122.014,82.139
2242.7031,24.853,268.047,131.032,81.992
2242.8281,24.828,279.022,145.287,81.893
2242.9531,24.816,284.874,153.99,81.884
2243.0781,24.796,290.317,168.044,81.955
2243.2031,24.791,281.411,168.579,82.06
2243.3281,24.796,274.516,162.993,82.126
2243.4531,24.82,260.223,145.438,82.219
2243.5781,24.843,245.373,128.951,82.25
2243.7031,24.849,240.396,123.371,82.24
2243.8281,24.842,242.584,119.259,82.195
2243.9531,24.806,256.878,126.765,82.066
2244.0781,24.777,264.445,134.981,81.954
2244.2031,24.706,275.1,154.263,81.681
2244.3281,24.671,276.496,161.081,81.521
2244.4531,24.615,268.703,162.219,81.147
2244.5781,24.579,257.27,152.068,80.759
2244.7031,24.563,255.525,147.299,80.578
2244.8281,24.527,259.715,143.39,80.248
2244.9531,24.487,265.142,143.378,79.901
2245.0781,24.468,264.787,141.67,79.729
2245.2031,24.437,254.454,132.35,79.312
2245.3281,24.398,243.16,121.236,78.754
2245.4531,24.369,242.387,118.528,78.402
2245.5781,24.291,246.453,121.588,77.513
2245.7031,24.253,247.715,125.618,77.025
2245.8281,24.212,245.149,129.599,76.036
2245.9531,24.205,233.913,122.863,75.182
2246.0781,24.199,224.392,117.721,74.864
2246.2031,24.155,201.924,112.054,74.416
2246.3281,24.067,189.906,115.66,74.296
2246.4531,24.021,191.192,118.848,74.325
2246.5781,23.953,200.79,123.237,74.584
2246.7031,23.929,216.683,126.51,74.995
2246.8281,23.931,229.562,129.357,75.22
2246.9531,23.946,256.037,139.412,75.69
2247.0781,23.969,267.982,151.365,76.043
2247.2031,23.981,270.512,155.683,76.164
2247.3281,23.997,272.065,159.006,76.286
2247.4531,24.003,269.124,158.389,76.317
2247.5781,24.018,258.766,154.246,76.354
2247.7031,24.054,255.44,147.424,76.376
2247.8281,24.084,255.168,143.228,76.407
2247.9531,24.159,249.378,135.348,76.493
2248.0781,24.24,245.371,129.069,76.602
2248.2031,24.279,246.588,126.207,76.642
2248.3281,24.359,245.87,122.147,76.716
2248.4531,24.442,239.026,121.982,76.759
2248.5781,24.476,236.492,121.597,76.775
2248.7031,24.503,230.311,114.684,76.789
2248.8281,24.491,225.032,108.038,76.797
2248.9531,24.421,215.777,95.202,76.857
2249.0781,24.324,216.978,92.4,76.983
2249.2031,24.277,222.45,96.65,77.085
2249.3281,24.199,238.884,117.446,77.32
2249.4531,24.142,249.462,149.204,77.611
2249.5781,24.119,253.258,164.155,77.773
2249.7031,24.077,265.344,183.161,78.069
2249.8281,24.05,269.362,187.927,78.345
2249.9531,24.044,266.191,186.9,78.463
2250.0781,24.041,261.396,179.613,78.667
2250.2031,24.027,251.604,165.197,78.8
2250.3281,24.01,242.114,157.335,78.85
2250.4531,23.963,231.603,150.314,78.931
2250.5781,23.942,236.076,155.264,78.946
2250.7031,23.91,260.53,185.413,78.881
2250.8281,23.893,294.047,231.176,78.659
2250.9531,23.891,310.702,252.96,78.513
2251.0781,23.897,337.584,282.633,78.2
2251.2031,23.91,351.706,289.659,77.898
2251.3281,23.914,353.176,286.735,77.774
2251.4531,23.918,341.549,274.659,77.594
2251.5781,23.918,313.062,254.375,77.354
2251.7031,23.918,299.03,238.828,77.18
2251.8281,23.918,282.301,201.865,76.789
2251.9531,23.919,274.937,178.518,76.399
2252.0781,23.92,274.144,176.73,76.23
2252.2031,23.926,285.577,184.725,76.062
2252.3281,23.931,295.088,189.457,76.088
2252.4531,23.948,306.622,197.424,76.382
2252.5781,23.969,315.276,211.651,76.935
2252.7031,23.974,322.617,221.702,77.283
2252.8281,23.963,331.156,239.003,78.061
2252.9531,23.934,325.343,240.607,78.9
2253.0781,23.919,320.065,234.081,79.324
2253.2031,23.879,301.632,212.002,80.173
2253.3281,23.816,275.851,188.074,81.023
2253.4531,23.782,266.053,177.537,81.432
2253.5781,23.73,250.67,159.13,82.133
2253.7031,23.71,242.821,150.367,82.415
2253.8281,23.677,234.368,133.76,82.944
2253.9531,23.67,238.813,122.611,83.487
2254.0781,23.681,240.404,120.344,83.781
2254.2031,23.712,238.05,119.433,84.474
2254.3281,23.744,233.612,115.769,85.248
2254.4531,23.767,230.409,111.45,85.593
2254.5781,23.838,222.394,101.211,86.148
2254.7031,23.914,218.678,95.177,86.576
2254.8281,23.944,219.062,94.73,86.733
2254.9531,23.992,220.126,97.899,87.033
2255.0781,24.029,219.286,102.714,87.317
